Name,Postcode,URL
Northdown Orchard,RG25 3BP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4Z8EDN0GONVL
Northfield Farm,LE15 7QF,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2VRADFI1P3FE
Nottingham Trent University - Brackenhurst Campus,NG25 0QF,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A38J3ADWJELVJ
Noverton Farm,WR6 6SG,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6XEQPG2W21BL
Nunton Farm,SP5 4HY,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3TZXGL77GQDZ
Oak Farm,NN6 6BX,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4JTD6UY3QXAI
Oakfield Farm,DE7 6FP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4MPL1PINLDS3
Oaklands Park Farm & Garden,GL14 1EF,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3HDBBOCZPZMY
Oakley Grange Organic Farm,LE12 5LL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A760QA5JPP5ZF
Old Cogan Hall Farm,CF64 2TQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6D7LMF6N9MAQ
Old Farm,GL56 9NS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3BOZ984KA5QR
Old Hall Farm,NR19 1QF,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7HPYNLKEBCFP
Old Macdonald's Educational and Leisure Farm Park,CM14 5AY,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7BWNNDON843Z
Orchard Organic Farm,TQ12 4QR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A65J5EAZ45QZG
Orchard View Farm - Shop - Cafe,HP17 9UG,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A37OJZQ5FX0BO
Our Cow Molly Dairy Farm,S6 6GW,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7J1BCZZYTLKU
Our Kitchen Garden/Hall Farm Woodrising,NR9 4AH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6HKDX77IJG43
Overbury Farms,GL20 7NR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4CJWYRRUDIEJ
Overton Farm,ML8 5QF,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7KRY8YPPV7CM
Overtown Farm,SN4 0SH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3ZWOV4D8HLDO
P T Hosier and Son,SN8 3SQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2X7YB55XRNJL
Packington Field Farm,WS14 9PN,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4ZEE7L0NID7K
Palace Rigg Country Park,G67 3HU,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7LQ1T572BWK7
Park Farm,IP17 3QX,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6J3YINLO0ENO
Park Farm,TN16 1LL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4NVPU0XOMX1S
Park House Farm,YO42 4TD,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A77LXAOSXI8PR
Peel Farm,DD8 5JJ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5DVOA2OZ77RY
Pengraig goch,SA19 9TH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4S9M59O5MV62
Penventon Farm,TR13 0RA,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3A419WKQWH5I
Pheasants Roost,LE15 8RN,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7NJPV0ED0PDQ
Pierrepont Farm,GU10 3BS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6KH4JAVJ76PA
Pigeons Farm,PE6 0TD,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7A3ZKB0PE28C
Pink Pig Farm,DN16 3RE,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6M6UWAV1LRH3
Pitgaveny Farms (ONLY OPEN 24TH MAY 2015),IV30 5PQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A46V0SDTRJKBJ
Place UK,NR12 8RQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A74E8AED6CFOR
Plainspot Farm,NG16 5BQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A41C0G2SAWG1C
Poplar Farm,IP30 0PP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A755VNJ4A8HG4
Poundfield Farm,BN27 3TH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7FZF6CKGRA7G
Princess Christian's Farm,TN11 9LN,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3ZSPPUJ9KKG
Quarry Farm,TQ9 5NE,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A49WIPSEC8ZQ0
R C Browne and Son,IP28 6JY,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2OIW5RTA0LQC
Manor Farm,NR16 1DS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6G01JXPSW40Q
Rectory Farm (ONLY OPEN SUN 14TH JUNE 2015),MK16 9HH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4K4QSJCAZVX0
Red Bank Farm,WA12 8DU,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6RUVYBARAAFV
Redmoor Fruit Farm,PE14 0RN,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A1DRQPG1O3TP
Renner Farming,NE70 7HP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3BBG1M4R75F5
River Bourne Community Farm,SP1 2SR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A63EHOROKPJR4
Road Farm,HP16 9LS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A573CVGQ1WEM
Romshed Farm,TN15 0SD,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2BPFCANMCIV3
Row Farm,RG42 6NG,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A62GU7HO7GCEP
Rowdefield Farm,SN10 2JE,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4P9M6HPNRPO5
Rowlands' Red Polls & Trafford Mill,CH2 4EB,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3EEUC5DRWBJD
Rowntree Farms,BB7 4HZ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7HJAS8ZWQOBC
Royal School for Deaf Children,ME13 9EH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3ILIM4FXOHP0
Royal Veterinary College (Boltons Park Farm),EN6 1NB,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4YBFO7OQJ0JH
RSPB Geltsdale Nature Reserve,CA8 2PW,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A1HO22U6M5DQZ
RSPB Hope Farm,CB23 4NR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A74PDC2JIAX03
Russell Smith Farms,CB22 4QF,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5TKE2IRWIX7P
S&A Soft Fruit Limited,HR1 3ET,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4TQ1XKVGGCYS
Saddlescombe Farm,BN45 7DB,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5F7Y476188R0
Saxelby Pastures,LE14 3NA,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2LP17032QVNA
Scald End Farm,MK44 2DP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A684OPLR6MMG3
Schoolhouse Farm,KW17 2QH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A58IJBJFFSAYH
Scrubditch Care Farm,GL7 7DZ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A77YERW2IXWVE
Seven Hills Produce,IP10 0DQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2IYQHU43F8BR
Severndale Farm,NP16 7LL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A23TJZY4601QY
Sheffield Farms,TN20 6RE,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5OA9ZTMUQON9
Shenstone Park,WS14 0PZ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6J3YF6PG00KC
Silcocks Farm,TN30 6TJ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A78RDDJVR0B4O
Sir Richard Sutton Estates,LN8 6HP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3JV6R9UXXBN
Slade Farm Organics,CF32 0TE,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A24DALB0OHQ3X
Slamseys Farm,CM77 7QW,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7BX4GPS2O220
Solitaire Farm,SG19 3NY,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5INGNC2JF9Q
Somerleyton Farms,NR32 5QQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4P8RVYYMC84R
South Angle Farm Park,CB7 5HX,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A1DYE4R06XMKX
Southview Farm Dairy,RH20 1NP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3Y21H1KLKXYT
Sparrow Hall,YO62 6RW,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3SLJY5RQX0UI
Spond Farm,ST10 4BN,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5Y0PC0J6KPOX
SRUC Barony Campus,DG1 3NE,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6LUN4WYSEY5M
SRUC Crichton Royal Farm Visitor Centre,DG1 4AS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6ROS7C6XESFS
SRUC Oatridge Campus,EH52 6NH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5F3SFQATMR31
Stanton House Farm,DE15 9TQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6DHJ41KHFPYE
Stepney City Farm,E1 3DG,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6G5SZEDCKBEN
Stepney Hill Farm,YO12 5NL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5JL833FPN5AA
Stirley Community Farm,HD4 6RP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2VTF1VIMOZPU
Stonebeckgate,YO21 2NS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4K1YXUM1NRGR
Sunday Hill Farm,SN15 5AS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6XC5MP47P1EV
Sunnyside Farm,EX31 4QJ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2VSZVKUJSI90
Sycamore Farm,NG12 5NB,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4IWXQ8511NKS
T Brown & Son (Covington) Ltd,PE28 0RU,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A45GOD57HLR90
Talton Mill,CV37 8UG,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6XD7HXAC3QAP
The Bromborough Estate Company Ltd,NN29 7HP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5PEY7266USU2
The Chestnuts Farm,PE24 5AH,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4LEWUN6Z3ZLJ
The College of West Anglia,CB24 6DB,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4ZOC1PKNVGRG
The Croft,CA3 0LD,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6HMH52AYEVGC
The Farmschool; Annables Farm,AL5 3PR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2LMU7LJQ6542
The James Hutton Institute,DD2 5DA,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4PNHM476N843
The Stables Farm Shop; Cafe & Farm Park,B96 6PS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4VBQZHUCC63M
The Store Farm Shop; Butchery & Coffee Shop,AB41 6AY,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3A197HFKOQ2R
The Welbeck Estates Company Ltd (ONLY OPEN SUN 14TH JUNE 2015),S80 3LR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4LBAU84GIYZ2
The Wellbeing Farm,BL7 0BY,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A342ADSIG647E
Thorpe Farm,S32 1BQ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A62GKLUAQE23
Tregullas Farm,TR12 7NL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A1PAS91ZTJGSX
Treraven Farm,PL27 7JZ,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6CKHS2JJQFKR
Treworgan Farm,HR9 6HB,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2EFXXZTKT4DW
Triangle Farm,CB7 5HX,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3H0L3YROFJJG
Trill Farm,EX13 8TU,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2Q46ZEK229MB
Ty Tanglwyst Farm,CF33 4SA,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3TU296ET4G4Y
Tynings Field Community Smallholding,BS11 9UG,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6NP5KRV78AGT
Uncle Henry's,DN21 4JD,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A45DDQ5MG8ZGM
Uncllys Farm,DY12 2LR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6URSIQW43JU1
Valefresco Ltd,WR11 8RE,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6LT7RFVQKR4L
VistaVeg Ltd,CA10 3HY,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3A0Z81X95RV7
W & S Walters,TQ7 4EU,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7G6SVP8UYKIG
Walford Farm,SY4 2HL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A45NWVOIEGTB5
Warren Farm,DA12 3ED,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A45C0920FO0K0
Washbrook Farm,GL55 6NW,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A68YPBSFF02QB
Washingpool Farm,DT6 5HP,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4ZBG9KCBD11E
Weir End Farm,HR9 6AL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A1CBX3HJSGBMN
Wenderton Farm,CT3 1EL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A73EN0BADBQX5
Werndolau Farm,SA32 8NE,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5WFF993RWDQ5
West Craigie Farm (OPEN SAT 6TH & SUN 7TH JUNE 2015),EH30 9TR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A413C6KXEOYG7
West Town Farm,EX2 9TG,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5QJ5ERLIKFWU
Westlands Farm,SO32 2JW,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A5NZIOFGEGT60
Living Larder,PO36 0JT,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2IW99DKLSDCI
Wheelbirks Farm,NE43 7HY,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2D6QHHMLVZ0X
Whetstone Pastures Farm,LE8 6LX,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6W0AZTY2ZO1H
White Pond Farm,RG9 6HG,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6VXDT5WN5L90
Wickham Fruit Farm,CO9 2PX,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A4L1O0AB90VOT
Wilkin & Sons Ltd,CO5 0RF,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A1M6A6ALM5FZA
Willow Farm,DY13 9SU,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A3ZYPSA3Y4JOS
Wisbech Contract Farming Limited,PE14 7EF,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A71JBCOVG9ITD
Ramsden Rare Breeds @ Hilltop Garden Centre,OX7 3AS,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A2RYZEMHWVU4O
Wood Park Farm,CH64 7TB,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A60J0PX2EANPP
Woodfields Farm,NR20 4EN,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A6GMBNHE375DQ
Woodrow Farm,LN13 9RL,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7BITT0J7GIK6
Wookey Farm,BA5 1DT,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A7CCIP7TJ1RWX
Worth Farms,PE12 8LR,http://www.farmsunday.org/ofs12b/visit/event_details.eb?guid=1OXH0BEN62.A362NPPMDU1GB
